row_id,utterance,draft_Formality,draft_Energy,draft_Intimacy,draft_Humor,draft_Curiosity,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,style,sample_bucket,notes,source_line,label_status
476,"I have to um in package tour, but um it includes many free plan and um I enjoyed um f freely",37,35,47,6,18,37,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",50685,human_reviewed
477,And ah I was uhm going I was going to another urr party,31,31,47,10,18,31,31,47,10,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",111506,human_reviewed
478,"Yeah, I like action movie, yeah",35,38,47,10,18,35,38,47,10,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",23904,human_reviewed
479,"Um I'm fine, but um still nervous a little bit nervous",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",44475,human_reviewed
480,Em and my mother works in office near,31,31,57,6,18,31,31,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",74463,human_reviewed
481,And we laughed and but we had a great time at the hotel,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",133027,human_reviewed
482,er drinking some tea or something,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",107095,human_reviewed
483,And ur I sp I spend mm la,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",11327,human_reviewed
484,it looks like a like a remains of old temples,31,39,39,6,18,31,39,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",33606,human_reviewed
485,Er how much er to New York,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",30394,human_reviewed
486,"And second, ee my daughter is uum three years old",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",76460,human_reviewed
487,"Instead, I started picking up playing the blues harmonica",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",134573,human_reviewed
488,urr I met sh her here,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",63394,human_reviewed
489,"But when I have free time, I go to the gym and shape myself",31,31,47,6,36,31,31,47,6,36,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",138594,human_reviewed
490,And she is a assurance company's er she work in assurance company of life and I will err make contract uum make the err life assurance,37,35,47,6,18,37,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",86181,human_reviewed
491,I have to go back home quickly,31,31,57,6,18,31,31,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",125917,human_reviewed
492,Umm I prefer urr reading books urr to watching m movie and T V,31,31,47,10,18,31,31,47,10,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",30681,human_reviewed
493,"And ur that was a kind of a anniversary hmm get together, because that wa er we er next June, er there will be a twentieth anniversary of my wedding our wedding",34,37,47,6,18,34,37,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",139266,human_reviewed
494,A cat is sleeping err on the top of the car,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",91174,human_reviewed
495,He arranged ur he has arranged uum kabuki ee more contemporary style,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",76216,human_reviewed
496,hum anxious for taking back taking the cat back,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,25092,human_reviewed
497,"Mhm-hum So, that is the fastest",35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",23171,human_reviewed
498,two issues there were two issues,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,27639,human_reviewed
499,So she's waiting the printer er the pa erm err waiting to come the come out the paper,41,41,24,6,18,41,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",95673,human_reviewed
500,Mm and mm this restaurant is very popular among the couple er couples,35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",22381,human_reviewed
501,"Actually, this is a er private lesson",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",137264,human_reviewed
502,"by that time, the weather beca became even worse",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",26581,human_reviewed
503,Mmm there are other two couples are eating dinner and having fun,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,38335,human_reviewed
504,chose Rocky for a challenger And then he,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",100139,human_reviewed
505,Because mhmm that job is was for short term,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",4085,human_reviewed
506,"Ah to include that, it would be seven students",45,33,26,6,18,45,33,26,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",126995,human_reviewed
507,And um people wearing like really colorful ski wears,42,42,24,6,18,42,42,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,59374,human_reviewed
508,"take them ss their ss house So uh finally, he took",35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",74306,human_reviewed
509,"But he never pay, you know, money for us",32,35,24,6,18,32,35,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",37564,human_reviewed
510,her parents didn't know where she was And ur that was the big problem,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,32893,human_reviewed
511,"Yes, er Edinburgh Castle is very beautiful in night in the night",35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",3335,human_reviewed
512,And er it has more breathing space than that in Japan because of the width of the country,41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",137576,human_reviewed
513,"She is very good at cooking,",35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",54586,human_reviewed
514,So she asked Takashi em again and again But Takashi didn't like cats,35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",35630,human_reviewed
515,and I'll explain the result of this test,35,33,32,6,18,35,33,32,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",125007,human_reviewed
516,So she uh she go to a English conversation school once a week,35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",67296,human_reviewed
517,"One day last week, a boy and er his girlfriend walking on the s ah walked on the street",41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",75240,human_reviewed
518,And behind her ah she has a cat one cat and one dog,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,1977,human_reviewed
519,Uhm so she uhmm she bought the necktie with green colors,35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",6995,human_reviewed
520,and ur she is now interesting in ur uhm art,35,33,24,10,18,35,33,24,10,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",111479,human_reviewed
521,err there are uum in the text books,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",126267,human_reviewed
522,Um the kitty er the kitty was so cute that uh she wanted him to ur she wanted to er she wanted to keep him keep her,41,41,24,6,18,41,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",137248,human_reviewed
523,"And or "" Would you like wh are you interested in Ballet or something like that",45,41,26,6,18,45,41,26,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",106741,human_reviewed
524,The guy of the couple is tasting the a glass of wine,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",94605,human_reviewed
525,"She was so little, and but she doesn't she didn't frighten,",32,39,24,6,18,32,39,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",119354,human_reviewed
526,is listening to the teacher carefully And every student studies studied very hard,35,45,24,6,36,35,45,24,6,36,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",17767,human_reviewed
527,"But now marriage or engaged, but they are very um wonderful time they are having",35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",54242,human_reviewed
528,"And er she needs somebody to look to look So, in turn,",32,39,24,6,18,32,39,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",39466,human_reviewed
529,"mm and asked him, ""How about this necktie",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",9406,human_reviewed
530,An older man is sitting on a bench reading a newspaper,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",38739,human_reviewed
531,A girl in fro in front of the personal computer is sitting a chair,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",82157,human_reviewed
532,"And well and there are some speakers in the um cassette tape recorder or something, yeah, on the shelf book shelf",38,39,24,6,18,38,39,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",2273,human_reviewed
533,and they're very good in good relationship and seldom fight and now playing outside,35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",4564,human_reviewed
534,This area is many tree or wide street,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",52639,human_reviewed
535,Ten minutes later er this train start,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",16079,human_reviewed
536,"and they start to argue but the man said he didn't he w was not guilty of it, right",41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",135324,human_reviewed
537,"And on the roof of the car, there is a cat And two women is chatting",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",32691,human_reviewed
538,"Actually, it's he is he's alive",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",80252,human_reviewed
539,And there wa there are two dogs ur hm and eh two kids playing with their balls ur like volleyball,41,45,24,6,18,41,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",47806,human_reviewed
540,"er one time a one pay one payment is no rate, er no",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",122352,human_reviewed
541,"In Stradford-upon-Avon, is very beautiful river and mm grass seed field",35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",66056,human_reviewed
542,Because he needs special training in the subject of er social study,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",70796,human_reviewed
543,And er there is a snowman in front of the car,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",34935,human_reviewed
544,And he she is er walked the dog,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",12057,human_reviewed
545,"Mm but ee it is ur hot day, isn't it So little tired",35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",52828,human_reviewed
546,And there is a very large very huge park,35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",110017,human_reviewed
547,"And in this floor, ahh there are three tables and each table is filled with ah customers",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",109896,human_reviewed
548,"And maybe you jus you can just talk when you are free On the phone,",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",132171,human_reviewed
549,She is desperate uum er and ano out of out of house,35,41,24,6,18,35,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",57559,human_reviewed
550,er he his cell phone dropped on the road,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",123224,human_reviewed
551,And er err a man err is tasting red wine,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",56227,human_reviewed
552,The shuttle doesn't fly a little higher like if you don't use the really wrist,35,45,24,6,18,35,45,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",135950,human_reviewed
553,"And there is a box and in the box, there're a kitten ahm cat or do mm cat they found a cat",41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",127194,human_reviewed
554,And there is a dog and a cat in the room,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",104690,human_reviewed
555,hum the dog all uhh brown,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",25348,human_reviewed
556,And uh also there is a museum and a museum park,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",139192,human_reviewed
557,So sometime he ge he come back home little tired because of the crowded trains,35,37,34,6,18,35,37,34,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",131217,human_reviewed
558,"on the Sunday mo morning, uh sh she went to the departments department uh because there was advertisement for sale",41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",67249,human_reviewed
559,So he explained to the person beside him that it was his fault that he dropped his suitcase,41,41,24,6,18,41,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",131483,human_reviewed
560,for ur taking a dog for a walk,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",100556,human_reviewed
561,"After one day, you can really find the yeah, you can ski without poles",39,44,24,6,18,39,44,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,118360,human_reviewed
562,Um her husband it was birthday um around that day,35,33,34,6,18,35,33,34,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",115565,human_reviewed
563,One is boy and one is girl,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",14770,human_reviewed
564,They vi ee visited this restaurant and then celebrate their anniversary,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",75825,human_reviewed
565,So ur how urm how long does it take to get to there,35,37,24,6,18,35,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",39840,human_reviewed
566,There is eh no people in lift,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",110679,human_reviewed
567,"Erm maybe mm this is afternoon, because er some boys and girls are playing",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",108650,human_reviewed
568,There must be a room seat available in that train,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",105129,human_reviewed
569,"She's just staring at her ur front, just watching straight and trying to keep her ur bougen",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",118342,human_reviewed
570,she pay she paid err the money for uh the foods And sh she carried,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",67799,human_reviewed
571,"Because many people wan wanted to would like to go there, so the price is hi mm get ur higher",51,49,26,6,18,51,49,26,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",33319,human_reviewed
572,Uum so it was difficult to keep the temperature of the mm temperature of the water in a tank,41,41,24,6,18,41,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",53817,human_reviewed
573,"And that er ""It was your fault to drop the baggage",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",132309,human_reviewed
574,Ur if you can if you can ex consider of getting this back to your store,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",129127,human_reviewed
575,"And, ur is there time difference in Japan and Australia",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",93899,human_reviewed
576,"mm na now that now that the son is twenty years old, he can drink with his father",41,37,34,6,18,41,37,34,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",72888,human_reviewed
577,"And in the center of the picture, there are a man and a woman",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",60580,human_reviewed
578,"Well err wh where do you know well about err that area, Yurakucho or Ginza or erm Tokyo Station",41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",86014,human_reviewed
579,Ah he is er he urn the dog is,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",39629,human_reviewed
580,"And, when a girl opened the box, she found a little kitten and seems like she is ah willing to take the cat in care",38,47,24,6,36,38,47,24,6,36,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",37205,human_reviewed
581,They ah ordered beer and fish dishes and chicken,42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,12833,human_reviewed
582,"and the cat was so cute, and the sister liked the cat very much",35,45,34,6,18,35,45,34,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",82479,human_reviewed
583,You can find the information um through the ee search engine sights,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",115503,human_reviewed
584,"And then, listened what they are th talking",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",106085,human_reviewed
585,"wha where do you go to the movie yeah, watch the movie",35,33,24,10,18,35,33,24,10,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",98549,human_reviewed
586,They saw lots of animals like lion or monkey,35,41,24,6,18,35,41,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",2623,human_reviewed
587,And ah and mm they ah went to theater er they went to thea mm theater ah in the afternoon,41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",2213,human_reviewed
588,"Ur When John tried to turn left, ur Steve he ur he winds Steve",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",73637,human_reviewed
589,Ahm one ahm the elder daughter is er twenty-one years old,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",114090,human_reviewed
590,even though they er they ready for us,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",94431,human_reviewed
591,mm was bla was to it was to be blamed for the motorcyclist 'cause the motorcyclist using was using cellular phones And a policeman,41,37,24,6,18,41,37,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",71214,human_reviewed
592,"And then from the other side, er there was a man driving a motorcycle",42,30,24,6,18,42,30,24,6,18,narrative_description,narrative_description,draft label for human review: narrative_description,137659,human_reviewed
593,"And er two dogs are also, ah watching each other in front of the house",35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",22657,human_reviewed
594,"And then, ah suddenly, er Manabu was so care careless and drop his cell phone on a Kimio's car",38,43,24,6,18,38,43,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",31016,human_reviewed
595,I like urm I like bright bright colors,23,43,38,9,18,23,43,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",43848,human_reviewed
596,Since there is only three rows,35,33,24,6,18,35,33,24,6,18,narrative_description,narrative_description,"draft label for human review: narrative_description, learner disfluency/repair",81851,human_reviewed
597,It it is a scene of restaurant,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",67197,human_reviewed
598,"uhm oh yeah, actually, just one student is listening, just one",28,33,39,6,18,28,33,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",91582,human_reviewed
599,"But for long time, I live a I live apartment",38,28,47,6,18,38,28,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",64444,human_reviewed
600,"And er every morning, I change the water and er I add the meal its meal, and er change the paper,",34,37,47,6,18,34,37,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",6143,human_reviewed
